eccentricity,true_PdE,true_WdE,fit_decay_PdE,fit_prec_wdE,fit_dp_PdE,fit_dp_wdE,logZ_decay,logZ_prec,logZ_dp
0.01,-1e-09,0.0,-2.0038182994426797e-09,1.7259026119563443e-08,-2.0121944865220192e-09,-3.910982450259979e-08,-582.447478647998,-13193.425087142672,-582.8070420483896
0.01,-1e-09,1e-08,-2.0143177879203898e-09,1.2431815155937982e-07,-2.0151519354963804e-09,6.302052024040957e-08,-614.0121239827215,-13679.086469043988,-612.9186337247443
0.01,-1e-09,1e-07,-2.0157205940547427e-09,-2.676390418633536e-07,-2.0155698467805674e-09,2.3729385042131182e-07,-610.5688703137755,-13095.975168088431,-610.4788699386041
0.01,-1e-09,1e-06,-1.988512268904688e-09,-1.0155241031120766e-06,-1.9921703378879676e-09,-7.023010141534109e-07,-587.9680994810391,-12725.511682367014,-586.8646475463066
0.01,-1e-09,9.999999999999999e-06,-2.0072432019050705e-09,-9.571012516699818e-05,-2.00268766557105e-09,-9.712433946830867e-05,-754.9277284608362,-13822.832289511252,-741.4758761468561
0.01,-1e-09,0.00010000000000000002,-2.508634895101181e-08,-0.01804550747412266,nan,nan,-10000000000.075756,-10000000000.10606,nan
0.01,-1e-08,0.0,2.3306868428866172e-06,2.1313650857111318e-08,-1.053138836497969e-06,1.1159060340504446e-08,-10000000000.121212,-10000000000.10606,-10000000000.090908
0.01,-1e-08,1e-08,-1.1988234734510884e-06,nan,nan,nan,-10000000000.10606,nan,nan
0.01,-1e-08,1e-07,-2.5813381139638268e-06,1.8413119385417813e-06,4.154886250944927e-07,-1.3283072426275279e-05,-10000000000.151514,-10000000000.10606,-10000000000.090908
0.01,-1e-08,1e-06,-1.884753475313487e-06,2.535964881211208e-05,1.1158177826816895e-06,2.4915374417485217e-07,-10000000000.090908,-10000000000.075756,-10000000000.01515
0.01,-1e-08,9.999999999999999e-06,-5.902803445698422e-07,-0.00021481881775126457,nan,nan,-10000000000.045454,-10000000000.030302,nan
0.01,-1e-08,0.00010000000000000002,-2.0898733595178545e-08,nan,nan,nan,-14749.155186082695,nan,nan
0.1,-0.0,0.0,-4.220151262298561e-12,1.775137970386754e-09,-5.701644705437963e-12,4.2254644554086625e-08,-659.5397048190137,-652.6458830857284,-659.2009031120652
0.1,-0.0,9.999999999999997e-09,-3.4329638593421424e-11,-1.3380845265577982e-08,-3.1847171071941346e-11,-3.30319370908876e-09,-556.3869208094692,-552.6840993987901,-555.653276036413
0.1,-0.0,9.999999999999998e-08,3.3766549672365045e-11,-1.3304072397537078e-07,3.068143771470505e-11,-7.637804242819336e-08,-592.4357258001651,-589.3652624956013,-592.9776310934585
0.1,-0.0,1.0000000000000002e-06,1.2940323107135575e-11,-6.696744531206932e-06,1.9792827040786984e-11,-8.47148899158435e-06,-752.608614116964,-745.8580768830777,-750.7481802068313
0.1,-0.0,9.999999999999999e-06,3.167002801620591e-12,-9.955577944662923e-05,4.417982087118101e-12,-9.94246121185467e-05,-13220.193356488984,-13031.77651905936,-13037.291068373543
0.1,-0.0,9.999999999999998e-05,7.990284188237226e-10,-0.008199802361554459,-1.1375598480859317e-09,0.001769097982090545,-9999999999.999998,-10000000000.01515,-9999999999.999998
0.1,-1e-12,0.0,-1.797933044322745e-11,-1.601072183022513e-08,-2.775303784942091e-11,6.22866224385841e-09,-568.376743805787,-564.4631114115635,-568.4797991563848
0.1,-1e-12,9.999999999999997e-09,-6.1743932939685506e-12,-7.789875061150944e-09,-5.511425342163626e-12,1.3732026735034752e-08,-618.0070667189798,-611.6227136215379,-617.3682514576161
0.1,-1e-12,9.999999999999998e-08,9.472419295008848e-12,1.7444028464976743e-07,4.652240012837047e-12,-1.785933810163057e-08,-671.8961748374929,-664.7627725671495,-671.8610822593453
0.1,-1e-12,1.0000000000000002e-06,5.428313828387679e-12,-6.2735184912088305e-06,8.238863461450445e-12,-7.209344293125437e-06,-724.6317851186894,-717.918525090333,-723.8224382640368
0.1,-1e-12,9.999999999999999e-06,-7.361911954532054e-11,-9.979902805129781e-05,-7.772176598277362e-11,-9.966702733064069e-05,-13946.836974358244,-13768.543899374716,-13755.64665275954
0.1,-1e-12,9.999999999999998e-05,2.04713882692229e-10,nan,nan,nan,-1228149.1965017638,nan,nan
0.1,-1e-11,0.0,-1.3118099812729066e-11,9.613775168328972e-09,-1.4679264257430584e-11,7.525260417966469e-09,-644.158087802856,-638.3401904584653,-643.6595321811158
0.1,-1e-11,9.999999999999997e-09,-1.7447762349700545e-11,-6.411841456109028e-09,-2.0951769916127857e-11,6.4201227452469036e-09,-640.7296675263516,-634.7795032809729,-640.6278778692232
0.1,-1e-11,9.999999999999998e-08,-5.7649098662427675e-12,3.2929395609868957e-07,-2.5763285368814787e-12,3.651011605138356e-08,-622.6370720631857,-616.0824018717358,-622.6044950287904
0.1,-1e-11,1.0000000000000002e-06,-3.138181342249571e-11,-7.372892144990526e-06,-2.8575755912123924e-11,-7.31496520303872e-06,-714.4005269863374,-710.3377067638855,-713.1527412911399
0.1,-1e-11,9.999999999999999e-06,1.4163462934888913e-11,-9.980038306660094e-05,1.4303868260183485e-11,-9.955010543320387e-05,-13460.882716615184,-13270.589643393838,-13276.708178213885
0.1,-1e-11,9.999999999999998e-05,-8.908000689178533e-10,0.001094896433774424,-1.4654728539785596e-10,0.0006534228782536754,-10000000000.049995,-10000000000.119995,-10000000000.129995
0.1,-1e-10,0.0,-2.2530306592449256e-10,-1.887571710828063e-08,-2.2508976748206356e-10,-2.628361701811532e-09,-610.7220498481729,-767.0673608016783,-610.7116935559989
0.1,-1e-10,9.999999999999997e-09,-1.997893944428592e-10,2.4311221512344335e-09,-2.013907055244747e-10,1.8507875640839815e-08,-596.3501585321766,-716.4275046286532,-596.4306055262795
0.1,-1e-10,9.999999999999998e-08,-2.323095399815543e-10,1.1667284886208711e-07,-2.409688394143318e-10,-2.2076565141877233e-07,-636.8795977328047,-812.7424865657559,-635.9105582416796
0.1,-1e-10,1.0000000000000002e-06,-1.8122378131234748e-10,-3.992993403257395e-06,-1.9093322964195363e-10,-9.009512472665003e-06,-787.4912822581481,-893.9570611212183,-788.2992802977833
0.1,-1e-10,9.999999999999999e-06,-2.302459399301961e-10,-9.935409403514675e-05,-2.3598776402753214e-10,-9.963240533457844e-05,-13581.533098192476,-13565.44070523712,-13396.676385728464
0.1,-1e-10,9.999999999999998e-05,2.2646477360175733e-08,-0.0020398358309573067,-1.1887084378776391e-08,-0.009588403615937748,-9999999999.999998,-10000000000.01515,-10000000000.01515
0.1,-1e-09,0.0,-1.988336330731903e-09,-4.919631646154073e-09,-1.9847551852318753e-09,-3.82342151027604e-08,-641.215001650123,-13286.707547327102,-641.2108384186355
0.1,-1e-09,9.999999999999997e-09,-2.0105255162080746e-09,-5.285774637850766e-08,-2.008075256461157e-09,4.893529645462582e-08,-622.3368315098744,-13094.509401155165,-621.9255394787547
0.1,-1e-09,9.999999999999998e-08,-2.0213530346767898e-09,1.1015234194817274e-07,-2.0265439871712484e-09,1.7477515779937844e-07,-572.3483098564947,-13578.105594821634,-572.214446911001
0.1,-1e-09,1.0000000000000002e-06,-1.9459028137072705e-09,-6.593518737822905e-06,-1.9519963301492547e-09,-6.5202904455608654e-06,-749.974562837457,-12332.13650181388,-749.8048765391974
0.1,-1e-09,9.999999999999999e-06,-1.987279191778256e-09,nan,nan,nan,-13897.143341695884,nan,nan
0.1,-1e-09,9.999999999999998e-05,-4.5408612341519795e-08,0.006484076767981378,-9.740332063635487e-08,0.0018449056253795337,-9999999999.999998,-10000000000.030302,-10000000000.030302
0.1,-1e-08,0.0,-1.8018930190815056e-06,1.0878594221926759e-08,-6.456426562778572e-08,-5.204503664186019e-09,-9999999999.999998,-10000000000.01515,-9999999999.999998
0.1,-1e-08,9.999999999999997e-09,7.053457733450208e-07,-8.080781859243526e-07,1.0487924832469473e-06,1.4296480582486553e-07,-10000000000.01515,-9999999999.999998,-9999999999.999998
0.1,-1e-08,9.999999999999998e-08,-4.6537768200852524e-08,2.4875770545117406e-06,1.720063895519578e-08,-4.018142449679593e-07,-10000000000.099995,-10000000000.199995,-10000000000.059996
0.1,-1e-08,1.0000000000000002e-06,1.136015850522128e-07,-8.356525745879245e-06,4.3546224910081054e-08,3.4026325838897018e-06,-10000000000.069996,-10000000000.129995,-10000000000.099995
0.1,-1e-08,9.999999999999999e-06,9.339587229866679e-07,-0.00027186048992542886,-3.210961320090058e-07,0.00018350630942359086,-9999999999.999998,-10000000000.01515,-10000000000.030302
0.1,-1e-08,9.999999999999998e-05,2.0993971605784405e-07,0.0015426708935527608,1.3283200444625525e-07,4.0116187813073884e-05,-10000000000.069996,-10000000000.099995,-10000000000.099995
