eccentricity,true_PdE,true_WdE,fit_decay_PdE,fit_prec_wdE,fit_dp_PdE,fit_dp_wdE,logZ_decay,logZ_prec,logZ_dp
0.01,-1e-11,9.999999999999999e-06,-2.160931481101512e-11,-9.90324168468508e-05,-2.8416828342235272e-11,-9.939890457382416e-05,-2160.859473312311,-2128.075924199648,-2081.936713402463
0.01,-1e-11,9.999999999999998e-05,-1.1823992195139501e-11,nan,nan,nan,-95604.72058329337,nan,nan
0.01,-1e-10,0.0,-1.9680699519959932e-10,-3.3580809930583122e-09,-1.9511632009214688e-10,8.831697571818088e-09,-1287.645698289288,-5165.601979643382,-1283.07815067624
0.01,-1e-10,1.0000000000000002e-08,-2.0050197997375357e-10,-2.0672229894690288e-08,-1.995635488728969e-10,-1.670090592423463e-08,-1287.645698289288,-5165.601979643382,-1283.07815067624
0.01,-1e-10,1.0000000000000002e-07,-2.0084937081651998e-10,-1.7115117594691568e-08,-2.0140567295017644e-10,-5.9763516210438185e-09,-1187.729808853084,-5194.639739254765,-1181.3594881635763
0.01,-1e-10,9.999999999999997e-07,-2.0167171782771535e-10,-1.4373374468227175e-06,-2.0260764610028188e-10,-3.7745919264447486e-06,-1252.7435267970911,-5342.239830019401,-1246.084944519733
0.01,-1e-10,9.999999999999999e-06,-2.0050509464806767e-10,-9.930088993441491e-05,-2.0793126902479314e-10,-9.917272633635032e-05,-2183.8141370875155,-6201.217538513907,-2103.9449635973333
0.01,-1e-10,9.999999999999998e-05,5.919455687347131e-09,-0.0028707633695695955,-7.240369158747043e-09,-0.010574756686174913,-10000000000.060604,-10000000000.10606,-10000000000.075756
0.01,-1e-09,0.0,4.2133457083598354e-08,8.040697508948917e-09,1.2188204134191144e-07,3.751083622949509e-09,-10000000000.136362,-10000000000.060604,-10000000000.075756
0.01,-1e-09,1.0000000000000002e-08,3.6684239234849526e-08,1.2906101993141927e-06,2.828188159077862e-07,-3.3458859259015777e-07,-10000000000.136362,-10000000000.060604,-10000000000.075756
0.01,-1e-09,1.0000000000000002e-07,-2.3970735102175402e-09,nan,nan,nan,-10000000000.090908,nan,nan
0.01,-1e-09,9.999999999999997e-07,1.2707367268906958e-07,nan,nan,nan,-10000000000.090908,nan,nan
0.01,-1e-08,0.0,1.447975888454563e-06,nan,nan,nan,-10000000000.090908,nan,nan
0.01,-1e-08,1.0000000000000002e-08,5.278133931600588e-07,-1.2802483050295304e-06,1.715623817700368e-07,-7.579012039517019e-07,-10000000000.090908,nan,nan
0.01,-1e-08,1.0000000000000002e-07,-9.264247123642894e-07,nan,nan,nan,-10000000000.090908,nan,nan
0.01,-1e-08,9.999999999999997e-07,9.444106396273668e-07,0.00012621901932906732,9.854583294188579e-07,-3.394087588012894e-06,-10000000000.060604,-10000000000.030302,-10000000000.060604
0.01,-1e-08,9.999999999999999e-06,-1.1281445959842526e-06,nan,nan,nan,-10000000000.060604,nan,nan
0.01,-1e-08,9.999999999999998e-05,-5.736525677763282e-07,nan,nan,nan,-10000000000.075756,nan,nan
0.1,-0.0,0.0,-8.180368091164167e-13,-7.590218628748534e-09,-1.2700967633642387e-12,1.736333229261069e-08,-1190.012707809239,-1182.1958746966923,-1184.3215294340903
0.1,-0.0,9.999999999999999e-09,-2.9810386260629336e-12,1.025587818770486e-08,-2.9917854443351593e-12,1.4544849299153604e-08,-1190.012707809239,-1182.1958746966923,-1184.3215294340903
0.1,-0.0,1.0000000000000004e-07,1.5941459598260027e-12,-9.980782110035596e-08,2.501713424643447e-12,-1.7846041094192608e-07,-1190.525766243069,-1183.3029918396344,-1183.0651879700404
0.1,-0.0,1.0000000000000002e-06,-1.1148742615081544e-12,-9.276309651708948e-06,-1.112273494308888e-12,-9.172226805934695e-06,-2338.4818999765425,-2326.1086023275257,-2324.0432495804353
0.1,-0.0,1e-05,1.9739568097175767e-11,-9.993085886300601e-05,1.76112613994396e-11,-9.988393447000012e-05,-102264.56514797891,-101545.59210069299,-101506.71550100917
